product_id,quantity,created_at
1627,3,2008-12-24
397,3,2007-01-16
978,3,2003-05-24
151,2,2004-12-19
855,1,2022-02-17
675,1,2016-12-18
501,1,2001-09-23
1191,2,2019-03-26
714,2,2002-04-09
1453,3,2002-04-30
581,3,2011-10-27
1353,3,2003-11-27
10,3,2000-07-20
1870,1,2017-04-17
14,2,2003-01-31
659,2,2014-01-10
1185,3,2009-08-10
133,2,2016-07-01
562,1,2001-07-26
302,1,2011-08-15
978,1,2012-06-08
1112,2,2006-08-10
45,1,2009-10-09
1374,1,2008-09-17
820,3,2008-01-27
1090,1,2013-10-17
601,3,2022-10-08
1779,1,2020-07-11
1909,3,2019-08-14
1965,1,2016-11-16
1917,3,2008-03-13
1850,3,2011-06-17
980,1,2001-06-20
494,2,2018-11-12
1779,3,2011-10-24
13,1,2001-03-21
501,1,2004-10-18
509,3,2009-09-14
576,1,2023-03-15
897,1,2019-02-02
528,2,2020-05-26
32,3,2003-07-10
1548,3,2018-10-14
474,2,2015-03-13
220,1,2021-06-15
1255,1,2016-08-30
732,2,2015-06-24
140,1,2009-09-25
54,2,2010-08-04
186,1,2002-02-18
1070,3,2009-09-17
1938,3,2010-02-24
1799,1,2018-06-21
899,2,2010-01-10
765,1,2001-06-10
373,2,2008-10-05
862,1,2013-06-28
1019,1,2008-12-29
1071,3,2006-05-28
1476,1,2021-06-12
1982,1,2023-05-01
1323,3,2008-01-14
1305,2,2009-09-01
1643,1,2004-11-07
1328,3,2016-02-21
1965,2,2022-03-01
1637,2,2005-07-20
246,2,2001-05-21
1822,2,2019-09-01
1126,1,2013-08-02
1839,3,2011-08-24
107,1,2011-12-15
760,1,2016-04-29
1229,1,2021-08-13
334,1,2002-06-21
1460,2,2001-05-05
1573,1,2008-12-01
1490,2,2016-08-26
500,2,2003-06-26
908,3,2005-12-04
626,1,2021-12-07
1188,2,2022-11-20
127,2,2004-01-18
1363,3,2021-04-23
1736,3,2014-08-21
1413,2,2019-11-26
1801,2,2019-05-19
166,2,2003-01-07
1439,1,2022-05-09
1008,3,2013-09-01
964,1,2008-11-23
808,1,2021-11-01
1697,3,2019-08-24
491,1,2018-09-16
1990,2,2009-03-29
35,1,2016-12-17
765,3,2005-01-15
1981,1,2016-12-16
1306,1,2009-12-26
1091,3,2022-06-12
16,2,2010-07-22
439,1,2021-11-19
1883,2,2006-01-11
568,1,2011-12-26
983,1,2019-12-05
1435,2,2011-09-10
1682,2,2008-02-11
608,3,2015-12-23
1402,2,2007-03-19
84,1,2000-07-19
699,2,2013-04-18
1824,1,2004-08-27
1615,2,2016-06-07
642,1,2012-11-05
1116,1,2016-03-22
1718,3,2019-03-06
1923,3,2003-07-06
160,2,2008-05-29
714,1,2018-07-12
1536,3,2008-04-10
1584,2,2011-02-24
398,1,2004-02-28
913,2,2002-11-22
31,3,2013-08-03
80,3,2007-04-18
190,3,2021-03-05
1045,2,2016-11-16
1446,1,2003-11-08
1644,1,2014-11-24
1700,3,2016-09-02
572,3,2002-11-23
1997,3,2015-08-01
1142,2,2017-05-11
1521,2,2020-12-20
1615,2,2013-01-03
1609,3,2001-04-10
88,3,2006-07-19
1696,1,2020-06-21
1134,1,2011-09-05
1571,1,2012-03-26
637,3,2012-02-28
1285,1,2004-05-01
1968,3,2022-08-09
1573,2,2007-02-24
245,3,2020-06-26
1109,3,2014-05-05
1139,1,2017-02-12
800,3,2003-07-16
493,3,2007-08-01
508,3,2003-05-22
1625,3,2022-09-09
1252,1,2022-01-04
1109,2,2008-03-10
386,2,2021-01-23
1550,3,2020-10-13
1229,1,2016-11-26
863,3,2018-01-17
55,3,2009-03-24
1840,3,2016-09-13
599,2,2012-08-27
254,3,2018-04-26
1490,3,2009-12-01
1435,1,2012-09-22
143,3,2007-07-02
1747,2,2017-11-20
1200,3,2002-04-10
931,3,2004-11-08
1459,1,2005-01-19
1565,2,2009-02-26
1769,2,2004-02-26
668,3,2022-09-21
1116,2,2008-06-13
462,2,2001-02-24
1461,1,2015-12-19
1964,3,2006-12-28
513,3,2005-06-28
1418,2,2013-02-17
1752,1,2005-03-31
1916,3,2022-03-09
1948,1,2014-02-08
1825,2,2017-12-30
552,3,2007-08-28
1133,2,2018-12-27
1067,1,2002-10-29
831,2,2000-01-25
1798,1,2017-01-18
750,3,2007-11-19
399,2,2021-07-19
431,1,2022-12-14
1282,2,2014-10-31
1826,3,2012-09-18
748,2,2020-05-07
129,3,2017-03-17
1077,1,2002-03-13
1066,3,2012-11-22
726,2,2010-09-21
1100,3,2012-05-27
1522,2,2011-04-16
225,1,2016-05-21
649,3,2018-09-24
1880,2,2002-01-14
755,3,2018-04-25
781,3,2013-11-28
1615,1,2016-09-28
936,3,2019-03-07
1157,1,2011-06-26
1855,2,2008-10-11
1909,1,2021-08-25
443,3,2001-01-08
411,3,2011-12-23
1343,1,2004-03-04
1736,3,2017-12-01
1418,2,2004-08-02
940,3,2008-12-04
1050,1,2020-02-29
1418,2,2012-07-28
234,1,2009-03-20
917,1,2020-03-15
264,2,2016-10-29
1965,1,2002-04-26
608,1,2000-07-14
1697,2,2014-10-19
194,1,2020-12-28
1629,2,2008-02-24
1972,1,2008-04-21
1845,3,2010-12-19
816,2,2019-08-14
805,3,2013-11-24
96,2,2018-04-11
1948,3,2012-11-05
1125,2,2014-08-03
355,3,2019-02-23
739,1,2015-07-11
250,2,2023-01-21
1685,2,2006-05-13
1021,2,2009-09-03
906,2,2000-10-05
374,3,2006-10-23
1829,2,2020-06-19
78,1,2015-05-07
163,2,2022-03-07
1753,1,2006-11-20
870,2,2004-11-16
309,1,2013-01-08
1961,1,2002-01-22
1209,3,2023-05-18
422,2,2004-02-27
1106,2,2000-02-12
1153,2,2001-06-18
1349,1,2005-02-18
1296,3,2009-01-07
1454,3,2016-08-06
1354,3,2015-02-10
1017,2,2003-02-28
1701,2,2010-03-25
387,3,2003-04-20
725,2,2014-02-05
515,1,2014-05-15
487,1,2000-10-25
336,3,2015-05-14
1874,2,2004-03-05
439,3,2004-12-21
24,2,2016-06-07
1088,2,2007-01-03
1054,1,2001-08-23
1468,2,2016-01-01
1490,3,2000-08-25
1625,2,2012-11-22
1582,1,2008-11-12
278,1,2015-03-21
380,1,2017-12-27
1713,1,2003-07-06
37,3,2022-08-24
1633,3,2014-04-18
101,3,2020-07-06
1198,2,2006-02-13
1200,2,2014-03-11
420,1,2018-12-24
1965,3,2002-05-01
1547,3,2017-04-29
1858,1,2018-09-14
1974,1,2015-06-06
1045,1,2017-11-09
1713,3,2004-09-29
436,3,2006-01-28
632,3,2009-07-09
1440,3,2004-02-16
156,2,2016-02-06
1328,2,2003-07-02
617,1,2011-06-10
1376,2,2011-05-19
348,1,2004-12-14
1583,3,2009-07-30
707,1,2021-09-10
1075,2,2010-06-22
616,1,2006-04-23
117,3,2022-03-29
1765,3,2021-05-30
1340,3,2014-11-05
442,2,2003-06-09
809,1,2018-08-07
142,2,2009-07-03
1307,1,2016-12-01
29,3,2020-09-10
1233,3,2016-04-07
1127,3,2023-07-26
1145,2,2008-08-12
1616,1,2012-05-05
1723,2,2013-09-01
1737,3,2015-09-29
1322,2,2001-06-19
1029,2,2010-06-08
875,2,2009-08-17
286,3,2022-01-25
553,2,2003-11-01
410,3,2020-11-21
1005,3,2011-05-04
116,1,2010-07-01
590,3,2013-07-22
1686,1,2019-06-07
742,1,2000-12-12
735,1,2023-08-13
1362,3,2007-06-17
373,3,2005-09-06
1526,2,2021-10-21
1813,1,2011-12-16
1571,3,2016-03-17
1607,3,2022-08-04
255,2,2003-04-15
1907,2,2015-10-08
248,3,2016-06-28
1595,2,2022-04-15
279,1,2006-04-30
1385,3,2010-05-19
1412,1,2012-10-06
637,3,2016-11-01
266,3,2008-03-13
175,2,2013-09-01
899,1,2014-07-18
1,2,2005-08-05
482,1,2013-02-04
1900,1,2006-12-20
635,2,2005-01-16
406,3,2015-01-23
1225,2,2020-04-12
1239,1,2022-04-13
1408,3,2014-03-15
1831,1,2019-10-10
256,2,2008-01-02
1303,2,2019-07-07
1762,1,2023-02-28
285,1,2020-07-02
1881,3,2003-09-02
733,3,2015-03-04
1731,1,2022-11-04
389,1,2020-01-13
1165,2,2018-06-09
941,1,2014-02-26
226,1,2006-02-24
1881,2,2014-08-13
672,1,2008-11-09
559,2,2008-11-27
1176,2,2007-01-11
1252,1,2018-08-31
1636,2,2002-05-21
304,2,2003-02-06
904,3,2022-01-20
92,2,2002-03-22
326,3,2012-11-02
952,1,2018-07-18
719,1,2012-05-30
552,2,2008-03-18
184,2,2005-12-29
1806,1,2003-01-01
708,1,2001-02-19
130,1,2012-05-18
1349,2,2002-03-09
712,3,2006-10-26
1935,1,2020-08-06
1986,3,2007-08-11
1765,3,2019-12-21
150,2,2000-02-28
1015,1,2008-05-29
372,1,2013-11-16
1177,2,2007-11-13
63,3,2012-05-10
1129,2,2012-12-09
1706,3,2022-06-23
1958,2,2004-10-08
993,3,2001-11-13
318,1,2003-07-08
1682,1,2011-11-09
894,3,2007-06-03
947,3,2016-04-09
112,2,2010-08-05
1308,2,2016-06-18
490,2,2004-10-23
1571,1,2009-09-13
1238,2,2018-09-12
666,3,2007-02-14
46,3,2017-01-12
64,1,2019-08-20
1589,1,2020-09-16
135,1,2021-02-09
998,1,2022-11-28
1682,3,2007-03-14
1611,2,2011-11-04
484,3,2014-08-25
1220,2,2021-06-02
411,1,2013-08-08
1776,3,2007-08-19
1635,1,2015-08-21
371,1,2007-03-10
267,2,2020-07-24
470,2,2020-09-06
244,2,2001-07-28
1994,1,2008-04-17
968,2,2015-04-08
46,1,2006-03-21
1041,2,2014-02-06
523,2,2010-02-13
637,1,2009-03-21
416,1,2013-05-13
1208,2,2015-10-29
1345,1,2001-02-05
1484,3,2006-04-09
336,3,2007-06-01
888,3,2011-08-19
530,3,2008-12-06
1439,1,2010-12-14
502,2,2020-08-08
707,2,2013-07-26
1635,1,2018-10-18
153,2,2001-11-09
1140,3,2021-08-15
1737,2,2019-02-07
1504,1,2017-04-08
88,3,2000-10-25
1509,3,2014-01-04
1629,1,2008-06-08
1449,3,2021-10-19
1970,2,2013-04-02
1827,2,2021-11-26
449,1,2023-10-21
340,2,2008-02-06
948,1,2023-12-06
1027,3,2020-04-05
308,2,2006-08-15
1379,2,2022-07-20
810,1,2011-11-11
1141,1,2007-01-18
1163,1,2003-07-19
818,2,2018-08-16
1463,1,2000-08-07
127,3,2021-06-27
1273,2,2020-01-16
1981,1,2010-07-09
1920,3,2011-07-25
695,3,2009-08-09
1489,3,2013-08-18
345,3,2021-07-26
1967,2,2014-10-01
792,3,2014-04-21
989,1,2004-02-18
32,3,2000-04-01
317,1,2021-03-31
1503,2,2006-08-12
1291,2,2009-06-14
1546,2,2005-01-08
1016,3,2015-01-11
314,1,2010-12-24
1623,3,2016-02-12
425,1,2005-04-21
1884,1,2018-12-06
1122,1,2019-09-02
1283,3,2011-11-22
1717,2,2016-09-06
1564,3,2022-02-15
1945,2,2012-01-28
577,3,2014-07-21
1427,2,2001-12-07
773,1,2013-05-19
1424,1,2006-03-16
1799,1,2020-08-05
786,3,2023-07-16
626,1,2016-09-28
905,3,2004-06-12
349,3,2023-08-12
1680,1,2004-12-15
704,1,2023-11-01
1158,3,2016-12-21
1892,1,2012-09-26
1255,2,2008-09-17
575,3,2001-09-20
1225,3,2002-10-17
1036,1,2022-08-16
1890,1,2005-06-26
362,3,2015-09-21
633,1,2007-03-02
122,1,2020-08-01
449,3,2000-03-22
1078,2,2006-03-25
956,3,2001-09-19
517,3,2020-07-02
801,3,2018-03-05
1834,3,2004-11-15
217,2,2009-11-23
141,1,2018-01-28
1587,1,2021-12-29
1684,1,2023-05-10
1619,1,2007-06-21
210,3,2012-04-07
1759,3,2002-01-31
1070,1,2018-09-26
1947,3,2010-03-23
217,2,2003-03-11
1440,1,2002-12-13
1033,1,2021-12-08
1955,3,2019-10-18
414,3,2002-08-04
142,2,2003-05-31
1702,2,2011-01-15
687,1,2017-12-03
2000,2,2022-12-10
1399,2,2009-03-16
319,1,2013-02-02
1299,1,2011-01-17
1527,1,2006-11-18
569,1,2019-12-25
382,3,2022-12-10
1519,1,2021-08-19
368,1,2019-04-20
672,3,2016-05-08
705,2,2021-06-13
1884,2,2004-04-13
456,1,2007-03-03
1244,2,2010-12-19
1831,3,2003-05-09
1683,1,2017-05-10
915,3,2000-06-23
390,1,2021-01-05
1699,2,2014-02-16
1293,1,2001-04-06
1595,1,2021-10-28
1219,3,2002-11-14
725,2,2007-02-21
1204,3,2008-08-14
890,2,2009-09-24
1969,2,2007-03-08
1541,1,2013-07-27
115,3,2011-06-01
1773,2,2013-01-27
1273,3,2019-03-03
1353,2,2007-08-21
1822,2,2006-04-10
1710,2,2017-10-21
79,1,2008-09-08
1832,1,2002-08-29
1335,2,2001-08-18
31,2,2018-06-24
408,1,2009-12-25
1954,2,2020-09-04
449,1,2006-06-05
364,2,2012-10-05
1923,2,2019-08-15
1603,1,2009-02-15
402,3,2001-05-18
163,3,2011-01-01
1621,2,2011-10-27
273,1,2004-04-05
694,3,2003-03-27
1254,3,2023-11-15
1991,1,2017-10-20
1131,2,2000-04-21
495,1,2002-01-23
1450,1,2008-08-30
385,3,2002-02-18
307,3,2013-05-09
154,3,2005-10-12
724,2,2002-12-27
1615,1,2022-02-16
718,2,2001-08-09
769,1,2023-08-31
1735,3,2006-08-17
1903,1,2007-08-13
163,3,2019-11-03
1534,2,2019-12-13
182,3,2010-10-07
890,3,2020-08-08
98,1,2020-11-08
332,1,2002-01-22
1602,2,2014-10-09
277,2,2011-10-17
1700,2,2013-04-29
1866,1,2003-09-20
331,2,2018-11-12
792,3,2008-08-13
1076,3,2014-01-21
500,3,2022-10-04
1751,2,2017-07-04
1742,3,2007-09-20
1197,1,2002-07-31
526,3,2014-08-16
1650,1,2021-10-28
934,1,2012-12-28
678,2,2010-06-11
467,3,2013-02-16
315,2,2007-12-26
583,2,2000-11-30
559,2,2003-06-07
1105,1,2017-06-21
1408,3,2014-06-01
139,2,2023-08-15
916,3,2019-03-14
1131,1,2016-02-07
1233,2,2005-07-16
1266,3,2000-04-03
968,2,2019-05-09
1481,2,2007-02-16
969,3,2002-08-11
402,1,2015-08-28
48,2,2000-08-03
1582,1,2016-04-08
1001,2,2021-12-16
1289,2,2006-07-23
1207,3,2019-05-06
1304,2,2002-03-21
1480,3,2007-01-05
177,2,2010-03-09
488,1,2016-10-18
3,1,2009-11-24
1045,3,2002-07-10
1896,2,2002-07-01
1245,2,2005-04-16
727,2,2022-03-14
1400,3,2002-03-10
1126,1,2005-07-22
916,1,2018-04-14
746,2,2022-11-22
441,2,2021-11-23
1778,3,2004-09-20
1451,2,2010-04-15
1040,2,2016-12-03
307,1,2010-02-14
1022,1,2017-09-19
1976,1,2019-02-20
404,2,2014-09-29
1858,3,2010-08-21
1662,1,2021-08-29
1111,2,2000-07-28
1333,2,2009-06-12
1697,3,2019-10-03
117,1,2020-03-25
910,2,2003-09-24
1240,2,2004-03-06
1788,2,2022-03-14
1910,2,2015-10-23
1413,3,2010-03-04
790,1,2006-03-15
615,3,2018-10-03
445,3,2004-09-23
1677,3,2017-03-13
1967,1,2016-09-11
532,2,2021-08-24
1420,1,2009-02-05
274,2,2000-09-09
1073,2,2011-06-11
1696,1,2012-03-10
536,3,2001-01-06
562,2,2014-12-03
1823,3,2005-09-12
1705,1,2018-11-08
1644,2,2021-02-01
1156,2,2002-02-06
388,3,2020-05-02
1184,2,2015-09-15
1582,2,2011-03-23
388,2,2018-12-09
1338,2,2002-01-25
1147,1,2014-11-13
462,1,2006-06-15
454,1,2000-05-26
520,3,2008-05-31
1097,2,2014-03-23
1381,1,2011-02-27
1968,1,2006-07-22
1881,2,2005-10-15
1468,3,2019-02-22
393,2,2023-04-08
1122,2,2009-05-29
1214,3,2009-03-06
1897,3,2012-07-06
1549,3,2018-04-01
994,1,2004-10-12
1762,3,2000-12-13
1653,1,2016-12-24
1123,3,2000-12-04
1705,1,2013-07-10
217,1,2010-01-26
1395,2,2011-10-19
664,1,2002-06-07
168,1,2021-09-24
933,3,2003-11-20
549,3,2003-06-12
206,2,2006-02-13
1691,3,2002-10-12
1448,3,2013-01-18
1447,1,2015-11-05
1909,1,2003-08-30
1692,1,2017-07-31
1700,1,2004-06-22
933,1,2020-02-23
803,2,2013-12-03
6,1,2011-04-19
884,3,2000-03-10
1634,3,2019-11-10
828,3,2015-08-07
1923,1,2020-10-15
1272,3,2018-01-21
281,3,2002-09-06
585,3,2004-06-04
1120,3,2000-08-18
1483,2,2017-02-05
1239,3,2004-11-08
1480,3,2011-04-16
615,3,2013-04-23
922,3,2007-11-06
825,3,2001-06-19
1847,3,2006-05-16
906,2,2016-05-24
1851,3,2019-12-26
89,2,2020-08-07
993,1,2009-05-26
402,2,2001-10-11
932,2,2012-06-22
464,1,2012-07-06
93,1,2000-11-27
568,2,2005-04-05
1311,3,2019-05-19
497,1,2019-04-23
1010,3,2005-02-05
595,1,2009-04-11
1364,3,2004-05-16
657,2,2021-11-02
1051,3,2012-03-05
342,2,2023-02-04
1827,1,2021-11-28
1562,2,2019-04-27
1819,2,2020-03-23
1026,3,2001-11-01
1106,1,2018-03-25
1243,1,2000-07-14
1420,2,2001-04-07
1632,1,2021-10-31
751,3,2011-03-14
416,3,2017-10-03
113,3,2011-05-10
1417,3,2017-09-18
836,1,2018-02-25
996,3,2010-04-13
625,3,2018-06-23
1242,3,2017-12-20
1702,3,2011-10-23
1609,3,2005-07-16
1681,3,2016-08-01
1127,2,2014-09-12
1296,2,2014-05-31
945,3,2023-10-26
1388,3,2020-12-06
10,2,2006-03-15
800,1,2018-12-08
1029,2,2003-08-04
681,3,2005-09-13
978,1,2022-12-06
1092,1,2006-02-10
324,2,2003-11-19
760,3,2012-02-24
100,3,2018-11-19
24,1,2017-08-22
1277,3,2021-08-07
121,2,2003-03-16
1732,2,2007-04-28
770,2,2003-04-24
997,2,2020-07-02
1913,1,2014-05-17
190,3,2002-08-29
1456,1,2002-01-26
473,1,2013-08-26
1595,1,2003-09-16
23,1,2006-07-17
863,2,2007-09-23
1503,1,2018-07-05
986,1,2011-07-29
82,1,2015-05-17
1646,1,2021-06-30
1809,3,2007-10-31
1223,2,2016-11-18
1513,1,2001-11-13
1154,2,2023-02-13
1594,3,2006-12-06
471,2,2015-08-29
679,1,2006-07-31
1987,1,2013-05-24
152,3,2005-06-01
316,1,2020-11-19
1203,1,2021-06-29
1877,2,2022-08-23
789,3,2023-06-24
1987,3,2000-12-04
444,3,2017-01-30
70,3,2018-12-07
1471,3,2023-08-17
1772,2,2013-07-22
1859,1,2016-05-06
1034,3,2022-04-04
1326,3,2011-10-25
664,3,2012-01-07
1137,3,2017-09-27
1465,2,2013-01-02
1925,1,2015-07-19
1911,1,2017-08-04
439,3,2017-01-07
1442,1,2013-12-23
1317,3,2000-12-20
87,2,2013-06-18
1742,1,2013-10-04
1375,3,2014-07-21
1799,3,2006-02-05
1803,2,2018-04-23
1335,3,2002-03-17
331,2,2010-02-08
1299,2,2015-04-17
263,3,2019-01-14
4,1,2005-01-17
1877,3,2006-11-29
1754,3,2000-04-28
1450,2,2019-12-23
1602,3,2010-05-27
355,2,2004-09-07
427,3,2001-01-25
1350,3,2005-01-15
191,1,2015-04-26
106,3,2000-11-21
207,1,2001-02-12
1231,3,2007-07-07
1999,3,2001-12-17
1350,1,2011-01-01
168,3,2017-01-06
1913,3,2012-12-26
1905,3,2007-01-02
175,2,2021-01-31
1730,1,2021-12-29
868,2,2008-10-05
1239,2,2014-08-30
1639,2,2019-10-29
1001,1,2006-02-18
1091,3,2022-02-08
257,2,2008-03-20
1899,2,2004-07-30
380,1,2014-04-22
654,1,2022-02-17
137,3,2022-10-09
1745,2,2013-04-14
507,1,2000-11-07
494,3,2008-12-17
1284,1,2021-09-09
603,3,2016-06-20
560,2,2013-03-12
1551,1,2021-02-26
806,2,2019-07-29
799,1,2004-04-30
1090,1,2011-01-04
1668,1,2006-02-02
831,3,2007-01-30
842,2,2016-04-25
513,3,2023-01-31
611,1,2016-10-02
1339,1,2021-11-04
1086,1,2000-02-02
845,1,2018-02-14
750,3,2023-06-24
239,1,2000-12-29
683,3,2006-11-06
773,3,2008-11-10
833,1,2010-12-17
1598,1,2013-05-03
1371,1,2020-02-22
720,2,2006-05-30
1675,1,2003-11-25
1010,1,2017-06-14
1772,3,2000-12-08
556,3,2002-11-25
1360,2,2002-06-13
425,2,2009-10-26
192,2,2013-04-03
1528,1,2020-12-20
470,2,2012-06-23
1951,1,2022-06-08
381,1,2019-07-14
42,1,2021-05-01
1780,2,2017-02-03
1730,3,2012-07-20
518,1,2016-12-13
1379,3,2009-01-02
1881,2,2005-12-24
1098,3,2009-01-12
1181,2,2020-07-24
1888,1,2011-02-19
406,1,2010-02-13
449,3,2017-10-31
1240,3,2022-06-29
1827,1,2008-07-17
736,1,2019-10-18
1011,2,2006-03-12
439,2,2019-05-11
1335,3,2021-09-10
1308,1,2005-10-17
348,1,2000-06-28
635,2,2022-11-20
1053,3,2006-07-04
529,2,2014-12-04
1170,3,2023-04-16
1514,1,2016-11-02
1685,1,2019-08-23
1908,3,2020-04-29
476,1,2004-04-10
543,3,2015-01-09
1495,1,2004-09-22
620,3,2004-04-07
1029,3,2001-04-12
308,3,2015-10-14
1256,2,2016-02-12
337,2,2013-12-20
1920,1,2019-07-30
1573,1,2021-09-13
1827,3,2014-06-17
1685,1,2008-10-13
1825,3,2015-10-05
1713,1,2018-12-15
339,1,2000-02-01
1224,2,2014-07-26
523,3,2010-09-12
479,2,2013-04-01
326,1,2017-11-17
190,3,2021-04-20
1764,2,2017-01-31
963,3,2022-11-22
1301,2,2021-08-21
1403,2,2004-07-26
826,2,2020-04-25
373,2,2019-05-31
1362,2,2012-01-01
1776,2,2001-08-31
1434,2,2001-08-13
1935,1,2013-01-08
264,1,2002-01-12
1041,3,2014-08-03
432,1,2004-07-29
247,2,2011-11-10
1816,3,2014-04-19
1653,3,2023-11-10
1757,1,2001-09-15
1274,3,2002-05-10
1574,1,2012-08-24
723,2,2009-08-23
1805,2,2015-06-23
1619,1,2000-10-23
1956,3,2012-05-11
1698,2,2007-07-06
1688,3,2013-12-27
802,2,2001-10-04
988,1,2007-08-13
724,3,2015-10-26
1760,2,2007-07-10
1892,3,2015-05-07
671,3,2019-11-06
1621,3,2021-02-12
208,3,2004-12-10
979,2,2003-05-16
375,1,2014-09-22
740,2,2020-12-12
1793,3,2003-11-16
1779,1,2009-08-25
1424,2,2019-02-14
1632,3,2022-05-24
869,1,2012-10-10
1837,1,2005-02-10
1418,1,2008-08-05
1788,1,2003-10-11
1733,1,2008-12-08
1491,1,2014-08-02
1736,1,2004-06-26
344,3,2023-10-17
1825,3,2017-01-07
1748,1,2019-05-22
102,1,2022-01-14
72,2,2001-09-03
1441,1,2012-02-21
1412,2,2004-03-15
1910,1,2012-05-10
44,2,2002-11-05
1427,2,2002-03-27
1058,3,2015-05-07
379,3,2011-10-31
996,1,2013-03-17
225,1,2006-09-27
1192,2,2018-10-19
350,1,2014-03-02
1278,3,2000-11-04
226,3,2002-07-10
715,3,2022-10-15
558,3,2000-07-09
665,1,2016-01-27
12,1,2022-03-22
688,2,2004-12-19
792,2,2017-02-21
208,1,2023-04-19
156,3,2006-09-29
1285,1,2011-03-19
618,2,2005-05-17
797,3,2013-04-15
1359,2,2013-04-08
690,1,2008-01-30
457,1,2007-07-03
1348,3,2012-07-16
1498,2,2020-09-27
20,1,2017-05-21
1527,1,2018-01-25
1387,1,2002-12-21
1447,3,2016-12-20
1931,3,2011-05-26
1880,3,2009-05-20
1057,1,2013-10-05
771,2,2012-12-05
1465,2,2014-08-13
80,3,2022-03-27
1125,3,2007-12-25
1579,3,2003-02-26
430,3,2007-01-21
911,2,2008-05-25
581,1,2015-12-01
285,2,2012-11-09
1468,3,2007-12-12
169,3,2020-12-29
1290,3,2021-01-08
1989,3,2020-08-09
238,1,2005-05-30
332,2,2006-04-01
1319,3,2004-03-19
1439,1,2021-08-26
565,3,2008-02-11
1131,3,2020-08-14
1181,2,2009-06-06
718,2,2006-02-05
1620,2,2018-08-22
1286,1,2017-07-21
174,1,2015-01-22
324,1,2005-02-19
320,1,2013-08-30
349,1,2004-08-27
1284,2,2016-08-22
1405,2,2009-01-31
1269,3,2016-01-18
1675,1,2022-10-31
1163,1,2005-08-31
1827,3,2019-12-05
1579,1,2006-07-14
795,1,2008-08-30
1476,3,2021-08-05
1308,1,2016-01-21
1937,2,2000-12-18
1161,1,2000-01-18
175,2,2018-01-30
92,3,2016-11-07
514,3,2005-11-10
1167,2,2016-05-22
1724,3,2012-10-13
352,1,2004-01-27
1884,2,2006-12-21
795,1,2015-02-11
1283,2,2021-05-03
1039,2,2018-04-12
256,2,2018-02-06
893,3,2007-11-23
1546,3,2011-11-13
764,1,2000-02-28
1053,3,2008-04-07
1069,3,2005-02-07
880,2,2006-01-11
1113,2,2004-01-05
1282,3,2015-03-08
664,3,2001-11-01
1346,2,2001-06-22
925,2,2014-09-17
946,1,2010-11-07
1627,2,2018-02-08
1817,3,2003-05-17
1437,1,2014-01-01
1932,1,2001-09-11
960,1,2007-01-10
124,3,2014-04-17
923,3,2012-12-27
451,1,2002-05-24
92,2,2001-03-24
1012,3,2005-03-03
1028,2,2007-04-04
1443,2,2022-08-19
144,1,2000-03-02
383,2,2014-11-16
56,1,2018-10-17
1344,1,2022-01-16
965,2,2022-04-21
1062,3,2012-12-14
1021,1,2005-09-12
1888,3,2019-06-25
220,2,2003-10-19
1457,3,2003-06-29
683,1,2004-05-12
1652,2,2002-09-20
1544,3,2003-07-14
576,2,2000-02-22
1695,2,2006-12-19
903,1,2008-12-27
1147,2,2000-12-31
1511,3,2012-11-30
1516,1,2009-05-21
92,3,2018-04-15
189,1,2022-11-02
100,2,2005-07-24
1480,1,2011-01-28
1793,1,2015-11-29
1452,2,2010-06-02
1514,2,2009-12-02
193,2,2001-03-14
997,2,2002-10-03
1935,2,2003-11-14
78,1,2015-05-18
104,2,2007-09-09
1109,2,2008-11-23
1758,1,2002-05-30
1967,1,2004-03-23
314,2,2018-12-12
1145,2,2015-07-24
950,3,2015-09-29
1049,1,2018-10-16
1123,2,2015-04-16
215,1,2006-06-01
1119,3,2002-05-24
246,2,2019-08-30
1082,3,2018-03-25
853,3,2010-02-19
743,3,2002-10-22
355,3,2000-08-07
1614,2,2011-04-16
1174,2,2015-05-22
256,1,2001-06-09
1658,1,2008-12-24
1038,1,2007-01-08
1849,3,2000-09-04
1625,2,2012-10-06
1052,2,2005-11-16
365,2,2002-04-18
1047,2,2016-09-02
599,2,2012-11-17
343,1,2002-10-31
737,3,2001-12-19
120,2,2004-11-18
194,3,2019-02-12
563,1,2005-03-17
773,2,2010-02-12
1934,2,2008-12-18
1736,3,2013-04-17
376,1,2005-07-17
1593,2,2017-07-14
799,3,2010-02-09
1388,3,2008-03-01
827,3,2003-07-27
534,1,2008-07-18
1653,2,2000-07-06
787,2,2013-12-20
490,1,2020-07-24
952,1,2023-08-15
1400,2,2013-08-18
138,1,2018-11-01
512,2,2007-04-02
1705,1,2003-02-13
162,1,2014-08-22
244,2,2011-01-14
16,1,2021-02-11
1911,2,2001-09-08
226,1,2009-07-07
1317,3,2000-09-15
269,1,2006-04-30
1889,2,2013-03-17
509,2,2016-03-28
187,1,2010-03-31
477,2,2014-08-22
537,1,2014-06-25
1654,2,2018-06-23
529,3,2017-03-20
1679,3,2006-08-08
903,1,2010-04-27
745,3,2008-11-13
1522,3,2021-01-23
176,3,2010-04-20
656,1,2008-02-29
69,2,2012-10-04
759,2,2003-03-03
438,1,2013-06-15
883,2,2013-08-06
977,2,2011-11-01
737,2,2019-02-11
1174,3,2005-05-28
