order_id,user_id,total,payment
4203,456,194040,credit_card
4204,1104,813910,cash
4205,858,819556,cash
4206,549,156502,credit_card
4207,1307,159433,cash
4208,2430,151587,credit_card
4209,2828,208734,credit_card
4210,710,303591,cash
4211,2279,553439,instalment
4212,536,417387,instalment
4213,77,305989,cash
4214,658,562414,instalment
4215,2127,609115,instalment
4216,1520,973521,cash
4217,2610,839878,credit_card
4218,2046,280949,credit_card
4219,2515,574700,cash
4220,2140,446915,instalment
4221,502,797608,instalment
4222,382,136603,cash
4223,1062,103708,credit_card
4224,1059,739829,cash
4225,577,843706,cash
4226,1150,580015,cash
4227,2027,731936,cash
4228,1676,538485,cash
4229,1707,998744,credit_card
4230,1089,954208,credit_card
4231,1736,621234,credit_card
4232,1215,379045,instalment
4233,2019,372776,instalment
4234,1861,495009,instalment
4235,1233,378638,credit_card
4236,1691,168562,cash
4237,2225,884840,instalment
4238,1235,384103,cash
4239,1108,125166,instalment
4240,278,903812,instalment
4241,2190,227930,instalment
4242,2511,676581,credit_card
4243,109,712678,instalment
4244,2813,993792,instalment
4245,300,483965,credit_card
4246,2146,386097,credit_card
4247,432,287783,cash
4248,1759,226100,credit_card
4249,1118,218116,cash
4250,710,372713,instalment
4251,1299,457954,cash
4252,2103,871379,instalment
4253,129,726693,instalment
4254,148,997043,cash
4255,53,249846,credit_card
4256,2929,327377,instalment
4257,1969,856228,instalment
4258,2709,678513,instalment
4259,1871,777045,cash
4260,646,481274,cash
4261,1596,902363,instalment
4262,2921,310095,instalment
4263,759,209584,cash
4264,2010,792157,credit_card
4265,1174,367042,credit_card
4266,2765,329586,credit_card
4267,957,273267,cash
4268,2427,870604,credit_card
4269,2480,594656,cash
4270,2091,758455,credit_card
4271,515,338142,cash
4272,1157,715831,credit_card
4273,2954,551294,cash
4274,2297,118735,cash
4275,2735,137828,credit_card
4276,1786,816871,instalment
4277,1263,121160,credit_card
4278,559,510271,cash
4279,757,371116,credit_card
4280,620,248637,credit_card
4281,432,584811,cash
4282,1870,102905,instalment
4283,1714,888233,credit_card
4284,1851,141895,instalment
4285,2750,771159,credit_card
4286,265,802446,cash
4287,2537,229885,credit_card
4288,224,662635,instalment
4289,398,946552,cash
4290,1649,733624,cash
4291,2504,995975,cash
4292,2625,323950,cash
4293,2524,951614,cash
4294,2288,201967,credit_card
4295,2004,810807,credit_card
4296,917,882228,credit_card
4297,2873,740100,credit_card
4298,2748,881395,instalment
4299,2203,221548,credit_card
4300,296,479808,credit_card
4301,2937,405941,instalment
4302,1782,305356,credit_card
4303,2894,448855,cash
4304,846,604591,credit_card
4305,2528,841218,credit_card
4306,1944,862040,cash
4307,2860,625512,cash
4308,1334,623840,instalment
4309,1630,887736,credit_card
4310,690,937640,instalment
4311,2461,255930,credit_card
4312,947,466428,credit_card
4313,599,932309,credit_card
4314,1185,449792,cash
4315,1870,514850,cash
4316,1663,776380,instalment
4317,236,257840,instalment
4318,1732,741396,cash
4319,639,888864,credit_card
4320,243,443794,credit_card
4321,1302,872108,instalment
4322,2881,211310,instalment
4323,2071,435173,instalment
4324,2146,372290,credit_card
4325,1563,674814,cash
4326,2161,331613,instalment
4327,2382,768960,credit_card
4328,300,436681,instalment
4329,2241,245751,cash
4330,649,276845,instalment
4331,1907,608649,cash
4332,240,507539,instalment
4333,2684,541716,credit_card
4334,2312,906291,credit_card
4335,2561,621453,instalment
4336,1393,759511,instalment
4337,629,984823,instalment
4338,924,282177,credit_card
4339,1840,851891,cash
4340,273,752545,credit_card
4341,1312,755884,cash
4342,1156,459057,instalment
4343,521,782265,cash
4344,2346,530476,credit_card
4345,741,280432,cash
4346,808,556033,credit_card
4347,17,171229,credit_card
4348,347,118436,instalment
4349,1265,540673,credit_card
4350,54,295574,instalment
4351,1986,486281,credit_card
4352,1781,834847,instalment
4353,1759,827592,cash
4354,736,942945,instalment
4355,2860,535657,instalment
4356,1216,636031,instalment
4357,1079,415222,credit_card
4358,196,961164,credit_card
4359,1878,897463,credit_card
4360,2573,570099,cash
4361,1095,989830,credit_card
4362,842,763996,instalment
4363,2045,158510,cash
4364,337,440622,cash
4365,1620,672415,instalment
4366,2386,703829,instalment
4367,386,872102,instalment
4368,996,292052,credit_card
4369,1986,594607,instalment
4370,2926,441692,cash
4371,738,768928,cash
4372,1702,440786,credit_card
4373,1510,450842,cash
4374,1698,683626,instalment
4375,1512,118785,instalment
4376,1738,435909,credit_card
4377,2579,896748,instalment
4378,989,105913,instalment
4379,1067,856278,instalment
4380,2038,587786,cash
4381,590,694832,credit_card
4382,1996,960377,cash
4383,936,637121,cash
4384,2969,996130,instalment
4385,2991,278778,instalment
4386,320,284145,credit_card
4387,1634,384744,credit_card
4388,2647,858494,instalment
4389,1194,386959,credit_card
4390,302,425148,instalment
4391,2875,308219,credit_card
4392,245,361499,credit_card
4393,849,201974,credit_card
4394,5,520625,instalment
4395,115,901082,credit_card
4396,1816,973604,instalment
4397,2235,919414,credit_card
4398,2601,529941,credit_card
4399,1425,811631,instalment
4400,588,988030,credit_card
4401,1061,358605,cash
4402,346,316576,cash
4403,106,459916,cash
4404,1238,766565,instalment
4405,1851,906377,cash
4406,1475,528016,instalment
4407,1512,929717,credit_card
4408,747,366898,cash
4409,864,289471,credit_card
4410,442,745155,instalment
4411,1936,489137,credit_card
4412,2291,774954,credit_card
4413,752,545749,instalment
4414,2647,343776,instalment
4415,1351,276510,cash
4416,564,733087,instalment
4417,2107,607344,instalment
4418,2977,213104,credit_card
4419,2117,856687,instalment
4420,1365,168350,credit_card
4421,2945,335004,cash
4422,198,382078,credit_card
4423,2560,494289,credit_card
4424,1795,791680,credit_card
4425,236,540986,credit_card
4426,2816,103321,instalment
4427,2523,287301,cash
4428,2182,102478,cash
4429,1082,603962,instalment
4430,182,525084,instalment
4431,1569,987729,cash
4432,1313,935120,credit_card
4433,2286,936458,cash
4434,941,494733,instalment
4435,1996,701686,instalment
4436,1260,796570,instalment
4437,1128,546951,cash
4438,1275,710038,cash
4439,2530,612797,instalment
4440,2256,839468,instalment
4441,2970,944984,cash
4442,180,910118,cash
4443,2630,918670,credit_card
4444,2845,831042,cash
4445,695,485234,cash
4446,1944,135433,cash
4447,2536,123616,cash
4448,2020,259097,credit_card
4449,2026,473860,cash
4450,1594,880720,instalment
4451,483,826136,cash
4452,2894,660088,instalment
4453,901,491952,instalment
4454,588,209888,cash
4455,2751,623109,credit_card
4456,1662,985487,credit_card
4457,1916,790990,cash
4458,1946,292200,cash
4459,1471,411533,credit_card
4460,992,951594,credit_card
4461,216,126687,cash
4462,304,658449,cash
4463,1298,697614,instalment
4464,2865,931144,credit_card
4465,745,378101,credit_card
4466,1553,833299,credit_card
4467,1028,338660,cash
4468,319,102686,cash
4469,1592,764137,credit_card
4470,2700,672123,instalment
4471,2066,529086,cash
4472,2946,555623,credit_card
4473,2916,828717,instalment
4474,2056,897809,instalment
4475,1075,612022,credit_card
4476,2029,429830,instalment
4477,2502,229397,cash
4478,351,332148,instalment
4479,975,851765,cash
4480,1717,608750,credit_card
4481,2870,193744,instalment
4482,2654,239498,cash
4483,1805,293034,instalment
4484,1931,260161,cash
4485,2617,321821,credit_card
4486,192,721952,instalment
4487,1455,295799,credit_card
4488,560,584474,credit_card
4489,1457,496073,credit_card
4490,856,832664,instalment
4491,2380,401169,credit_card
4492,1251,102515,instalment
4493,662,615581,cash
4494,545,819572,instalment
4495,2677,530865,cash
4496,2068,396766,instalment
4497,1620,348502,credit_card
4498,2426,730443,credit_card
4499,2103,400722,instalment
4500,460,196744,instalment
4501,2486,571176,credit_card
4502,110,923201,instalment
4503,1591,136130,credit_card
4504,2112,985041,instalment
4505,2218,121753,credit_card
4506,2761,130268,instalment
4507,1854,905462,instalment
4508,1054,349906,instalment
4509,391,721749,credit_card
4510,1275,221319,credit_card
4511,6,337028,instalment
4512,2441,158813,cash
4513,1685,359024,credit_card
4514,1133,645393,cash
4515,2818,132690,credit_card
4516,172,387528,instalment
4517,426,260868,cash
4518,2492,197576,instalment
4519,2384,247378,instalment
4520,1595,108385,cash
4521,2583,261957,cash
4522,403,398890,instalment
4523,396,870089,instalment
4524,1787,894906,credit_card
4525,2345,605004,credit_card
4526,2781,679393,credit_card
4527,1791,138817,instalment
4528,2712,812256,instalment
4529,2860,719266,instalment
4530,1228,910900,cash
4531,2979,326434,instalment
4532,1995,576359,cash
4533,411,208938,cash
4534,1660,779699,instalment
4535,2662,182029,cash
4536,197,370244,instalment
4537,2653,619594,cash
4538,2301,708717,cash
4539,1838,242742,cash
4540,253,982262,cash
4541,2667,608729,instalment
4542,1814,583825,credit_card
4543,1375,231707,cash
4544,1468,894811,instalment
4545,1732,361929,instalment
4546,1258,524922,credit_card
4547,745,791840,cash
4548,2554,124043,cash
4549,704,680566,cash
4550,1754,213953,cash
4551,266,826006,credit_card
4552,2028,906464,cash
4553,1204,837595,cash
4554,845,459627,cash
4555,1775,146599,cash
4556,168,181787,credit_card
4557,1139,136595,cash
4558,520,859992,instalment
4559,1255,317989,cash
4560,51,991399,cash
4561,464,609405,cash
4562,1644,310609,cash
4563,2964,820065,instalment
4564,2271,481549,cash
4565,1286,632049,cash
4566,1717,953061,instalment
4567,1144,865753,instalment
4568,745,242681,cash
4569,2008,832823,instalment
4570,1002,406246,cash
4571,2100,743099,instalment
4572,2683,831531,instalment
4573,1156,232081,instalment
4574,764,262698,instalment
4575,1045,498572,instalment
4576,2219,390288,cash
4577,522,178138,credit_card
4578,443,871858,credit_card
4579,1525,381344,instalment
4580,2178,149191,instalment
4581,484,385766,instalment
4582,2129,725849,cash
4583,175,181180,credit_card
4584,1284,847539,instalment
4585,2152,670179,credit_card
4586,22,888898,instalment
4587,652,727574,credit_card
4588,1742,729861,instalment
4589,1392,901317,instalment
4590,337,590158,instalment
4591,2771,139140,instalment
4592,31,223438,cash
4593,2637,921338,instalment
4594,2995,872026,credit_card
4595,2959,818778,credit_card
4596,2854,819352,credit_card
4597,307,461318,cash
4598,1089,651681,instalment
4599,899,720029,instalment
4600,2980,592378,cash
4601,1982,178563,credit_card
4602,1950,709187,instalment
4603,1474,501899,cash
4604,293,967733,cash
4605,230,842478,instalment
4606,2873,342778,instalment
4607,1596,621829,instalment
4608,1243,858126,cash
4609,1757,422129,instalment
4610,690,230412,cash
4611,649,849282,instalment
4612,2968,751450,instalment
4613,1098,960079,instalment
4614,1988,464149,credit_card
4615,101,791642,cash
4616,497,302696,cash
4617,1169,896034,instalment
4618,2107,566527,instalment
4619,2421,642416,cash
4620,678,657384,instalment
4621,2205,452056,credit_card
4622,579,275767,instalment
4623,1567,953091,instalment
4624,1086,343934,instalment
4625,252,125901,cash
4626,625,857922,cash
4627,2783,486385,instalment
4628,1761,880084,instalment
4629,115,678347,instalment
4630,997,139781,credit_card
4631,2539,649052,instalment
4632,1865,124080,credit_card
4633,2930,635293,instalment
4634,615,831601,credit_card
4635,440,470766,cash
4636,1079,870573,instalment
4637,1477,866627,credit_card
4638,66,153197,instalment
4639,1306,561475,credit_card
4640,2534,554367,credit_card
4641,1047,979168,credit_card
4642,732,590987,instalment
4643,1636,830352,instalment
4644,2138,159554,instalment
4645,1590,819601,credit_card
4646,2520,546508,cash
4647,31,489728,instalment
4648,457,901356,credit_card
4649,484,168290,cash
4650,1973,225523,instalment
4651,1355,939734,credit_card
4652,1681,904647,cash
4653,2978,644928,cash
4654,968,574668,credit_card
4655,612,890518,credit_card
4656,475,925958,credit_card
4657,2943,417228,cash
4658,556,386584,instalment
4659,1859,980075,credit_card
4660,1554,657833,instalment
4661,399,121210,credit_card
4662,1458,562523,instalment
4663,2161,531120,instalment
4664,9,990973,cash
4665,571,399385,instalment
4666,2064,487430,cash
4667,1724,877107,credit_card
4668,1674,992798,credit_card
4669,2266,201211,instalment
4670,858,579237,credit_card
4671,2359,221704,instalment
4672,2659,935374,credit_card
4673,2122,882285,instalment
4674,2803,507215,instalment
4675,1393,826890,credit_card
4676,2884,829701,credit_card
4677,2512,142284,cash
4678,2661,368501,credit_card
4679,2909,919652,cash
4680,2649,731697,instalment
4681,2135,946619,instalment
4682,1177,203501,credit_card
4683,1801,327585,cash
4684,1611,174113,cash
4685,1429,511194,credit_card
4686,1378,775478,cash
4687,653,505850,credit_card
4688,2805,412859,instalment
4689,2284,781931,credit_card
4690,2180,782863,instalment
4691,1625,291118,cash
4692,767,909402,instalment
4693,28,168245,cash
4694,225,388905,credit_card
4695,2553,691959,cash
4696,1539,362286,cash
4697,870,651200,instalment
4698,247,367593,instalment
4699,1554,449933,credit_card
4700,1776,192557,cash
4701,955,418463,instalment
4702,943,631977,credit_card
4703,165,482728,credit_card
4704,1869,217318,instalment
4705,363,640033,instalment
4706,986,337561,credit_card
4707,1682,690642,credit_card
4708,733,233661,credit_card
4709,517,924644,credit_card
4710,1958,591641,credit_card
4711,1618,395220,instalment
4712,885,524020,credit_card
4713,1112,181007,credit_card
4714,2242,905890,credit_card
4715,2063,593340,instalment
4716,420,229937,cash
4717,2468,756087,instalment
4718,490,567030,instalment
4719,1869,321040,cash
4720,1890,696498,credit_card
4721,2713,858376,instalment
4722,1976,158059,instalment
4723,1751,988378,cash
4724,38,126804,instalment
4725,958,985464,instalment
4726,2102,105149,cash
4727,1498,722022,cash
4728,244,638783,instalment
4729,1371,356205,cash
4730,2194,817817,instalment
4731,1054,391595,cash
4732,1793,448458,instalment
4733,995,429098,credit_card
4734,2236,665840,credit_card
4735,783,808056,cash
4736,1114,709150,credit_card
4737,1378,187727,cash
4738,191,321431,credit_card
4739,2417,382695,instalment
4740,672,150864,credit_card
4741,2900,752277,instalment
4742,1446,899427,cash
4743,546,388783,cash
4744,1991,713425,cash
4745,332,908367,instalment
4746,1928,262222,instalment
4747,1534,463737,instalment
4748,1803,429891,credit_card
4749,2802,537285,credit_card
4750,1116,490612,credit_card
4751,1594,439505,instalment
4752,1051,730280,instalment
4753,2153,520948,cash
4754,2190,951201,credit_card
4755,1083,629387,instalment
4756,2206,706298,cash
4757,284,653949,cash
4758,2390,939174,credit_card
4759,1294,358264,instalment
4760,2525,781148,instalment
4761,2227,718212,instalment
4762,913,678737,instalment
4763,62,874073,instalment
4764,1407,134522,instalment
4765,295,364579,instalment
4766,2871,934031,credit_card
4767,492,863825,credit_card
4768,1056,729567,credit_card
4769,1668,492740,credit_card
4770,356,158068,cash
4771,2900,799752,instalment
4772,2034,234349,cash
4773,718,284358,credit_card
4774,2980,312883,cash
4775,2253,827177,instalment
4776,696,514546,cash
4777,1116,139742,instalment
4778,1146,603842,credit_card
4779,480,144740,instalment
4780,65,923235,cash
4781,2389,496211,credit_card
4782,1594,781101,credit_card
4783,2060,721189,cash
4784,2627,452731,instalment
4785,2344,778061,instalment
4786,405,757741,cash
4787,2651,916951,cash
4788,916,877992,cash
4789,592,134029,cash
4790,1659,202995,credit_card
4791,1967,726059,cash
4792,1205,958635,instalment
4793,405,828740,instalment
4794,1129,254633,cash
4795,2839,685688,cash
4796,2610,286133,cash
4797,1343,298411,instalment
4798,1367,210343,credit_card
4799,1666,962725,credit_card
4800,441,504624,credit_card
4801,155,997747,cash
4802,2509,326608,instalment
4803,1617,520379,cash
4804,2157,228030,cash
4805,2409,988853,cash
4806,529,786102,credit_card
4807,856,438713,instalment
4808,2771,442683,cash
4809,526,522348,cash
4810,1001,631304,cash
4811,289,677618,cash
4812,683,911991,cash
4813,2779,445287,cash
4814,2437,916909,credit_card
4815,1612,677294,cash
4816,2405,937721,cash
4817,2848,502672,instalment
4818,1353,223787,credit_card
4819,1455,655927,credit_card
4820,862,471495,cash
4821,2949,257881,instalment
4822,2381,530385,cash
4823,1450,523508,credit_card
4824,431,871346,cash
4825,422,113371,instalment
4826,289,875182,cash
4827,1305,124025,cash
4828,951,148841,instalment
4829,1838,115047,cash
4830,1955,982323,cash
4831,1028,227038,cash
4832,2399,849243,instalment
4833,1138,382865,instalment
4834,175,563903,instalment
4835,1275,368793,instalment
4836,1066,159226,cash
4837,2631,593933,cash
4838,931,203097,credit_card
4839,3,296484,cash
4840,384,714484,cash
4841,332,394665,cash
4842,1505,607110,cash
4843,2521,618611,credit_card
4844,92,481211,instalment
4845,1220,145538,credit_card
4846,7,755527,cash
4847,1818,505937,instalment
4848,1949,256971,cash
4849,1016,992906,credit_card
4850,795,114916,credit_card
4851,329,671874,credit_card
4852,521,921835,cash
4853,1854,902922,instalment
4854,1226,996451,instalment
4855,2021,218302,cash
4856,2006,313886,credit_card
4857,1015,488835,cash
4858,2856,859832,cash
4859,2241,788351,instalment
4860,2731,429643,credit_card
4861,2053,596245,instalment
4862,1949,307933,credit_card
4863,2341,560593,cash
4864,1434,500888,instalment
4865,761,524878,cash
4866,1057,484369,cash
4867,2984,408395,credit_card
4868,2701,141400,credit_card
4869,1521,310837,credit_card
4870,2708,864462,instalment
4871,1499,285507,credit_card
4872,2975,508837,instalment
4873,266,513367,instalment
4874,1452,521808,instalment
4875,900,237366,credit_card
4876,2491,604072,instalment
4877,71,417553,instalment
4878,2123,186695,credit_card
4879,867,501068,instalment
4880,2757,669784,credit_card
4881,2159,181987,cash
4882,1487,970589,credit_card
4883,2943,433294,cash
4884,1096,803528,cash
4885,2066,275612,instalment
4886,265,799248,credit_card
4887,1861,283934,credit_card
4888,803,559022,instalment
4889,2715,902219,credit_card
4890,1713,493174,cash
4891,1997,785038,cash
4892,1585,278851,credit_card
4893,2600,518867,credit_card
4894,2176,687056,cash
4895,1736,100499,cash
4896,467,224915,instalment
4897,1150,402120,instalment
4898,2696,830271,cash
4899,1058,661875,instalment
4900,2349,588199,credit_card
4901,164,338913,credit_card
4902,2585,787721,cash
4903,2202,263272,credit_card
4904,2316,396759,credit_card
4905,1060,323044,cash
4906,629,976117,instalment
4907,945,293447,cash
4908,1044,783726,credit_card
4909,1756,657914,instalment
4910,1459,734982,instalment
4911,821,110405,cash
4912,2418,165242,credit_card
4913,2031,201800,instalment
4914,2398,148697,instalment
4915,931,631361,cash
4916,2828,201999,instalment
4917,465,257009,credit_card
4918,250,418103,credit_card
4919,2531,300187,cash
4920,2199,387680,credit_card
4921,2499,887562,cash
4922,222,527387,credit_card
4923,100,230829,instalment
4924,2537,333504,instalment
4925,942,659593,cash
4926,2617,491594,credit_card
4927,1014,841402,instalment
4928,1636,633293,cash
4929,2425,669107,cash
4930,1882,434996,cash
4931,2330,750928,instalment
4932,2281,507307,instalment
4933,1789,882199,credit_card
4934,2389,619262,instalment
4935,1797,687383,cash
4936,514,814210,instalment
4937,2097,686119,cash
4938,912,370998,instalment
4939,165,368124,cash
4940,1798,584848,credit_card
4941,495,644920,instalment
4942,1479,821044,cash
4943,730,352025,credit_card
4944,140,619253,instalment
4945,2455,799345,credit_card
4946,1104,946668,instalment
4947,1455,739734,cash
4948,203,837374,cash
4949,2823,958370,instalment
4950,805,208243,credit_card
4951,2428,997053,instalment
4952,2847,352131,cash
4953,257,293847,instalment
4954,2165,526516,cash
4955,2912,690275,cash
4956,1978,222132,credit_card
4957,584,184193,instalment
4958,2613,860682,credit_card
4959,9,661119,cash
4960,1058,779885,cash
4961,1445,719850,instalment
4962,986,112001,credit_card
4963,81,528365,cash
4964,405,420543,credit_card
4965,1780,575195,cash
4966,1430,782600,credit_card
4967,2164,753486,credit_card
4968,1426,244003,credit_card
4969,999,603276,cash
4970,2693,316028,credit_card
4971,798,192450,cash
4972,585,765098,cash
4973,389,546544,instalment
4974,2999,392751,credit_card
4975,1728,612682,credit_card
4976,1099,105331,credit_card
4977,1742,910257,instalment
4978,1367,316696,credit_card
4979,2566,131058,instalment
4980,2242,443462,cash
4981,2635,388451,instalment
4982,978,715838,credit_card
4983,1221,707584,cash
4984,2509,592784,cash
4985,523,890040,cash
4986,1821,853177,cash
4987,510,659943,instalment
4988,2230,335285,cash
4989,296,992587,instalment
4990,2412,194240,credit_card
4991,2076,137737,cash
4992,1243,754408,credit_card
4993,329,398459,instalment
4994,1988,609174,cash
4995,1718,283669,credit_card
4996,2973,698295,cash
4997,1285,983868,credit_card
4998,769,982947,credit_card
4999,561,585625,instalment
5000,76,867468,instalment
5001,2320,513153,cash
5002,659,263213,credit_card
5003,2771,954448,instalment
5004,2278,497708,cash
5005,210,781226,instalment
5006,376,211980,credit_card
5007,380,617205,credit_card
5008,2056,359957,cash
5009,646,473826,credit_card
5010,305,472409,credit_card
5011,40,399515,credit_card
5012,2571,597711,credit_card
5013,155,147360,instalment
5014,2933,569175,instalment
5015,39,753979,cash
5016,104,802563,instalment
5017,234,831070,credit_card
5018,2071,396531,instalment
5019,929,638988,credit_card
5020,1169,332639,credit_card
5021,855,180585,credit_card
5022,2465,277508,credit_card
5023,2314,952513,credit_card
5024,1223,143685,instalment
5025,211,986774,instalment
5026,2340,123511,cash
5027,1689,232712,instalment
5028,337,610958,credit_card
5029,466,657680,cash
5030,515,504643,instalment
5031,967,758426,cash
5032,2665,829910,credit_card
5033,2623,668011,cash
5034,2583,939995,instalment
5035,1567,159216,credit_card
5036,219,705855,cash
5037,2521,555750,instalment
5038,2025,464110,credit_card
5039,797,700805,instalment
5040,113,453969,cash
5041,2867,491419,credit_card
5042,567,166315,cash
5043,2181,244385,credit_card
5044,2384,860142,instalment
5045,2649,706290,credit_card
5046,1553,296106,cash
5047,961,472999,cash
5048,489,155858,instalment
5049,885,131068,credit_card
5050,2511,853490,instalment
5051,7,240738,instalment
5052,1731,318483,credit_card
5053,820,942037,credit_card
5054,1905,986309,instalment
5055,784,994822,credit_card
5056,1240,450992,cash
5057,934,714640,credit_card
5058,2322,877013,cash
5059,517,362310,cash
5060,287,830072,instalment
5061,131,327845,instalment
5062,1643,329933,instalment
5063,484,940868,credit_card
5064,2234,173009,instalment
5065,1166,290340,instalment
5066,830,490507,instalment
5067,398,722843,credit_card
5068,624,929041,credit_card
5069,36,898341,credit_card
5070,2837,963031,cash
5071,265,105294,instalment
5072,1464,853309,instalment
5073,2441,338425,cash
5074,575,117523,cash
5075,111,787603,credit_card
5076,1415,523673,instalment
5077,1018,569048,credit_card
5078,1748,687697,cash
5079,2544,787333,credit_card
5080,151,394550,credit_card
5081,893,790276,credit_card
5082,428,318175,cash
5083,117,989732,cash
5084,1718,707870,credit_card
5085,1324,991526,credit_card
5086,2690,810649,credit_card
5087,398,596157,credit_card
5088,669,824019,credit_card
5089,394,765600,cash
5090,1860,630369,cash
5091,405,857510,cash
5092,655,694656,cash
5093,184,759837,instalment
5094,2761,190791,cash
5095,1808,415064,instalment
5096,166,589975,credit_card
5097,1015,204127,credit_card
5098,1991,899136,credit_card
5099,924,156708,cash
5100,2245,159820,instalment
5101,2177,605819,instalment
5102,2817,713803,credit_card
5103,248,557912,instalment
5104,997,537803,instalment
5105,616,909852,instalment
5106,1889,844614,cash
5107,1986,107593,cash
5108,184,897906,credit_card
5109,1201,738157,cash
5110,1618,464143,cash
5111,2210,693359,instalment
5112,1868,796380,instalment
5113,2055,442382,credit_card
5114,2397,915858,instalment
5115,1920,929579,instalment
5116,893,239757,cash
5117,740,649219,cash
5118,1663,924955,credit_card
5119,2515,794727,credit_card
5120,2105,468213,instalment
5121,1069,146543,cash
5122,1052,422367,cash
5123,522,494083,credit_card
5124,1031,123521,cash
5125,349,227660,credit_card
5126,1343,832248,instalment
5127,76,515825,instalment
5128,594,256444,cash
5129,1154,491265,instalment
5130,324,750046,credit_card
5131,294,229168,cash
5132,315,990118,credit_card
5133,1931,312299,instalment
5134,2433,540816,instalment
5135,724,961764,cash
5136,2074,612988,cash
5137,544,685122,instalment
5138,2702,970604,credit_card
5139,2097,929565,instalment
5140,867,124751,credit_card
5141,1593,523369,instalment
5142,813,574106,credit_card
5143,2192,113678,cash
5144,2639,534890,cash
5145,254,154437,cash
5146,1411,979121,cash
5147,1522,450681,instalment
5148,444,492978,cash
5149,1332,817148,cash
5150,565,434242,cash
5151,1884,675947,instalment
5152,188,488100,credit_card
5153,1462,909167,cash
5154,439,606154,cash
5155,1107,194053,instalment
5156,2087,485488,cash
5157,1080,476024,credit_card
5158,737,464037,credit_card
5159,1759,769465,cash
5160,1435,505959,instalment
5161,1445,294928,cash
5162,64,462678,cash
5163,294,446845,instalment
5164,2955,483035,cash
5165,1124,220250,cash
5166,1181,766910,credit_card
5167,2015,140172,credit_card
5168,1798,684234,instalment
5169,1517,824134,instalment
5170,94,382953,cash
5171,500,370425,instalment
5172,1302,478589,cash
5173,1535,522265,instalment
5174,1748,137314,instalment
5175,1450,384268,instalment
5176,2216,397324,instalment
5177,2808,733922,cash
5178,1575,777565,cash
5179,1194,458312,instalment
5180,1898,602752,cash
5181,1294,532025,credit_card
5182,215,187588,instalment
5183,20,872576,instalment
5184,2806,562349,cash
5185,2429,252807,cash
5186,1348,423836,credit_card
5187,705,538665,credit_card
5188,827,635272,credit_card
5189,1419,483276,credit_card
5190,2060,271256,credit_card
5191,863,808363,cash
5192,1384,890338,instalment
5193,840,541288,instalment
5194,1008,744489,cash
5195,2276,999843,cash
5196,1784,991512,cash
5197,2684,143823,credit_card
5198,978,771998,cash
5199,2147,561355,instalment
5200,167,246155,instalment
5201,1624,480266,credit_card
5202,2861,336074,instalment
5203,804,577878,credit_card
5204,2973,548242,credit_card
5205,1643,874493,cash
5206,2001,699521,instalment
5207,1255,921817,instalment
5208,2583,953279,cash
5209,2460,354030,credit_card
5210,226,934687,instalment
5211,2761,738934,cash
5212,1513,982676,credit_card
5213,534,856422,cash
5214,953,980094,instalment
5215,2710,950794,instalment
5216,467,581505,instalment
5217,2520,703906,credit_card
5218,766,478660,cash
5219,1565,315836,cash
5220,426,931581,credit_card
5221,1092,317220,credit_card
5222,210,935171,cash
5223,379,326752,cash
5224,1546,329436,credit_card
5225,2708,482825,instalment
5226,697,170474,credit_card
5227,458,802978,credit_card
5228,2965,257744,credit_card
5229,122,912641,instalment
5230,2027,412351,instalment
5231,1538,968025,instalment
5232,1480,170838,instalment
5233,1791,780523,credit_card
5234,586,928420,cash
5235,2998,996809,credit_card
5236,657,462124,cash
5237,2728,775146,instalment
5238,585,993641,credit_card
5239,1065,723549,instalment
5240,933,358518,cash
5241,2460,156834,cash
5242,2376,970552,cash
5243,85,962128,cash
5244,419,595573,instalment
5245,2335,137976,instalment
5246,874,150719,cash
5247,2809,566027,credit_card
5248,2487,528037,instalment
5249,2023,326440,cash
5250,2106,457470,credit_card
5251,2298,629142,cash
5252,231,696099,cash
5253,2501,912609,instalment
5254,2261,255595,credit_card
5255,2438,529443,cash
5256,646,940992,cash
5257,1686,429599,instalment
5258,2193,922972,instalment
5259,758,318205,cash
5260,2894,159185,credit_card
5261,2291,141775,cash
5262,564,977172,cash
5263,81,260322,cash
5264,939,438841,cash
5265,1250,910150,cash
5266,550,898694,instalment
5267,726,545347,credit_card
5268,2428,699123,credit_card
5269,1195,873266,cash
5270,1740,516167,cash
5271,2796,857790,credit_card
5272,2780,578200,credit_card
5273,1152,344892,cash
5274,446,582498,cash
5275,2669,660696,cash
5276,469,365162,cash
5277,623,892564,instalment
5278,309,690381,instalment
5279,2422,855494,credit_card
5280,191,518214,credit_card
5281,1670,857960,cash
5282,122,291204,credit_card
5283,2033,774232,cash
5284,2007,523182,credit_card
5285,1161,678705,cash
5286,119,817581,instalment
5287,2302,161418,instalment
5288,1982,758082,credit_card
5289,2307,790461,cash
5290,2208,867450,instalment
5291,2152,387457,cash
5292,1005,850717,instalment
5293,2815,137529,instalment
5294,2420,897826,instalment
5295,1020,692910,instalment
5296,2382,829988,instalment
5297,2517,606739,cash
5298,359,491223,instalment
5299,1742,598988,cash
5300,727,144915,credit_card
5301,2826,618470,cash
5302,692,145244,instalment
5303,510,433125,credit_card
5304,168,665533,credit_card
5305,1371,353331,instalment
5306,1323,691229,cash
5307,1489,160050,cash
5308,2749,660628,instalment
5309,1118,646596,instalment
